iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,location,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,gtype,grace,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ransom,ransomamt
2002,5,3,United States,Illinois,Morrison,41.809751,-89.965119,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,3,United States,Illinois,Mount Carroll,42.095023,-89.97818,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,3,United States,Iowa,Anamosa,42.108337,-91.285159,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,3,United States,Illinois,Elizabeth,42.317791,-90.221517,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,3,United States,Iowa,Farley,42.443889,-91.009444,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,3,United States,Iowa,Asbury,42.514446,-90.751516,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. They were rigged to explode when the mailbox was opened. Only six of the seven devices rigged in this manner detonated.,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Mailboxes were damaged in the attacks.,,
2002,5,4,United States,Nebraska,Davenport,40.312784,-97.811986,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Ohiowa,40.414167,-97.452222,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Seward,40.911111,-97.096944,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Cairo,41.002235,-98.606738,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Columbus,41.432778,-97.358611,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Scotia,41.466401,-98.703134,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,4,United States,Nebraska,Albion,41.689444,-98.003056,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,6,United States,Colorado,Pueblo,38.26386,-104.612374,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,6,United States,Colorado,Salida,38.534719,-105.998902,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2002,5,7,United States,Texas,Amarillo,35.207255,-101.833894,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,Civilians in the United States Midwest,217,United States,Anti-Government extremists,Anti-Government,NA,6,Explosives/Bombs/Dynamite,"The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,,,,,,
2010,2,18,United States,Texas,Austin,30.267605,-97.742984,,1,1,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,Internal Revenue Service,The target was the Internal Revenue Service building.,217,United States,Anti-Government extremists,Anti-Government,NA,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",A private plane was used as a missile in the attack.,2,2,1,15,15,0,1,2,Major (likely > $1 million but < $1 billion),,The attack severely damaged the building.,,
2010,3,4,United States,Virginia,Arlington,38.871857,-77.056267,At the entrance gates to the Pentagon,1,0,2,Armed Assault,2,Government (General),21,Government Building/Facility/Office,United States Government,Pentagon Building,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,,1,1,1,2,0,0,0,,,,,,
2011,11,11,United States,District of Columbia,Washington,38.89037,-77.031959,"Near Constitution Avenue and 16th Street, approximately a block away from the White House",0,0,2,Armed Assault,2,Government (General),21,Government Building/Facility/Office,US Government,The White House,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,An assault rifle,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,The White House was struck by eight bullets.,,
2013,2,7,United States,California,Corona,33.875294,-117.566438,The incident occurred in Riverside County.,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Riverside Police,Officers,217,United States,Anti-Police extremists,Anti-Government,NA,5,Firearms,A rifle was used in the attack.,1,1,0,1,1,0,0,,,,,,
2013,2,25,United States,Washington,Seattle,47.5932,-122.300567,The incident occurred in Judkins Park neighborhood,1,0,7,Facility/Infrastructure Attack,1,Business,12,Construction,Benjamin Custom Homes,Construction Site,217,United States,Anarchists,Anti-Government,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),60000,A single family home and construction equipment were damaged in this attack.,,
2013,11,1,United States,California,Los Angeles,33.941589,-118.40853,,1,0,2,Armed Assault,6,Airports & Aircraft,44,Airport,Los Angeles International Airport (LAX),Terminal 3,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,A .223 caliber assault rifle and a handgun were used in the attack.,1,1,0,4,4,1,-9,,,,It is unknown if any property was damaged in this attack.,,
2014,5,5,United States,West Virginia,Weirton,40.40803,-80.588972,,0,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Government of Weirton,Municipal Building,217,United States,Anti-Government extremists,Anti-Government,NA,2,Chemical,Three explosive bottles constructed out of soda bottles and cleaning chemicals were used in the attack.,0,0,0,0,0,0,0,,,,,,
2014,6,8,United States,Nevada,Las Vegas,36.164808,-115.062863,,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Las Vegas Metropolitan Police,"Officers: Alyn Beck, Igor Solo",217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,,5,5,2,0,0,0,1,3,Minor (likely < $1 million),-99,Weapons and ammunition were stolen in this attack.,,
2014,9,11,United States,Missouri,Kansas City,39.10296,-94.583062,,1,0,7,Facility/Infrastructure Attack,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,United States House of Representatives,Office of Representative: Emanuel Cleaver,217,United States,Anarchists,Anti-Government,NA,8,Incendiary,Molotov cocktails were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office window was damaged in this attack.,,
2014,9,12,United States,Pennsylvania,Blooming Grove,41.370121,-75.154073,,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Pennsylvania State Police (PSP),Blooming Grove Barracks,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,A sniper rifle was used in the attack.,1,1,0,1,1,0,0,,,,,,
2014,11,28,United States,Texas,Austin,30.26744,-97.734942,,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Austin Police Department,Headquarters,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,,1,1,1,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,,
2014,11,28,United States,Texas,Austin,30.268138,-97.748446,,1,0,2,Armed Assault,2,Government (General),14,Judge/Attorney/Court,Government of Texas,Austin Federal Courthouse,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,,
2014,11,28,United States,Texas,Austin,30.270538,-97.756425,The incident occurred at the Mexican Consulate.,1,0,2,Armed Assault,7,Government (Diplomatic),46,Embassy/Consulate,Mexican Secretariat of Foreign Affairs,Consulate,130,Mexico,Anti-Government extremists,Anti-Government,NA,5,Firearms,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,,
2014,12,20,United States,New York,New York City,40.678178,-73.941773,The incident occurred in the Bedford-Stuyvesant neighborhood of the Brooklyn borough in the city.,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,New York City Police Department,"Officers: Wenjian Liu, Rafael Romos",217,United States,Anti-Police extremists,Anti-Government,NA,5,Firearms,A Taurus semiautomatic handgun was used in the attack.,2,2,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,,
2015,2,23,United States,Ohio,Kent,41.151766,-81.348654,,1,0,7,Facility/Infrastructure Attack,4,Military,35,Military Transportation/Vehicle (excluding convoys),Reserve Officers' Training Corps (ROTC),Vans,217,United States,Anarchists,Anti-Government,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two ROTC passenger vans were damaged in this attack.,,
2015,7,23,United States,Louisiana,Lafayette,30.201966,-92.045686,The incident occurred on Johnston Street.,1,0,2,Armed Assault,1,Business,11,Entertainment/Cultural/Stadium/Casino,Grand Theatre,Movie Theatre,217,United States,Anti-Government extremists,Anti-Government,NA,5,Firearms,A .40-caliber handgun was used in the attack.,3,3,1,9,9,0,0,,,,,,
2016,7,7,United States,Tennessee,Bristol,36.58886,-82.185961,,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Tennessee State Police,Officers,217,United States,Anti-Police extremists,Anti-Government,NA,5,Firearms,An AR-15 and a .45-caliber pistol were used in the attack.,1,1,0,4,4,1,1,3,Minor (likely < $1 million),-99,Vehicles were damaged in this attack.,,
2016,7,17,United States,Florida,Daytona Beach,29.200533,-81.034508,,1,0,7,Facility/Infrastructure Attack,3,Police,23,Police Patrol (including vehicles and convoys),Daytona Beach Police Department (DBPD),Vehicle,217,United States,Anti-Police extremists,Anti-Government,NA,8,Incendiary,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,,
2016,7,17,United States,Louisiana,Baton Rouge,30.433483,-91.080857,,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Baton Rouge City Police,Officers,217,United States,Anti-Police extremists,Anti-Government,NA,5,Firearms,A IWA Tavor SAR 5.56-caliber rifle and Springfield XD 9.9-mm pistol were used in the attack.,4,4,1,3,3,0,0,,,,,,
